id,genres,title,belongs_to_collection,budget,revenue,original_language,release_date,runtime,spoken_languages,vote_average,actors,director,return,combined_features
11357,"Horror, Thriller",halloween 4: the return of michael myers,Halloween Collection,5000000,17768757.0,en,1988-10-21,88.0,English,5.9,"Donald Pleasence, Ellie Cornell, Danielle Harris, George P. Wilbur, Michael Pataki, Beau Starr, Kathleen Kinmont, Sasha Jenson, Gene Ross, Carmen Filpi, Raymond O'Connor, Jeff Olson, Karen Alston, Nancy Borgenicht, David Jensen, Harlow Marks, M.J. McDonnell, Richard Stay, Michael Flynn, George Sullivan, Michael Ruud, Donré Sampson, Kelly Lookinland, Erik Preston",Dwight H. Little,3.5537514,"Halloween Collection Horror, Thriller 1988-10-21 en"
11361,"Horror, Thriller",halloween 5: the revenge of michael myers,Halloween Collection,5000000,11642254.0,en,1989-12-10,96.0,English,5.3,"Donald Pleasence, Danielle Harris, Ellie Cornell, Beau Starr, Don Shanks, Jeffrey Landman, Tamara Glynn, Jonathan Chapin, Matthew Walker, Wendy Foxworth, Betty Carvalho, Troy Evans, Frankie Como, David Ursin, Harper Roisman, Karen Alston, Max Robinson, Fenton Quinn, Gregory Nicotero",Dominique Othenin-Girard,2.3284508,"Halloween Collection Horror, Thriller 1989-12-10 en"
10585,"Horror, Thriller",child's play,Child's Play Collection,9000000,44196684.0,en,1988-08-11,87.0,English,6.3,"Catherine Hicks, Chris Sarandon, Alex Vincent, Brad Dourif, Dinah Manoff, Ed Gale",Tom Holland,4.910742666666667,"Child's Play Collection Horror, Thriller 1988-08-11 en"
11186,"Drama, Horror",child's play 2,Child's Play Collection,13000000,35763605.0,en,1990-09-11,84.0,"English, Türkçe",5.8,"Alex Vincent, Jenny Agutter, Gerrit Graham, Christine Elise, Brad Dourif, Grace Zabriskie, Peter Haskell, Beth Grant, Greg Germann, Raymond Singer",John Lafia,2.7510465384615386,"Child's Play Collection Drama, Horror 1990-09-11 en"
609,Horror,poltergeist,Poltergeist Collection,10700000,122200000.0,en,1982-04-06,114.0,English,7.1,"Craig T. Nelson, JoBeth Williams, Beatrice Straight, Heather O'Rourke, Dominique Dunne, Oliver Robins, Zelda Rubinstein, Martin Casella, James Karen, Robert Broyles, Richard Lawson, Sonny Landham, Michael McManus, Virginia Kiser, Lou Perryman, Noel Conlon",Tobe Hooper,11.42056074766355,Poltergeist Collection Horror 1982-04-06 en
9552,"Drama, Horror, Thriller",the exorcist,The Exorcist Collection,8000000,441306145.0,en,2073-12-26,122.0,"Deutsch, Français, Latin, العربية, ελληνικά, English",7.5,"Linda Blair, Max von Sydow, Ellen Burstyn, Jason Miller, Lee J. Cobb, Kitty Winn, William O'Malley, Jack MacGowran, Barton Heyman, Peter Masterson, Rudolf Schündler, Robert Symonds, Titos Vandis, Donna Mitchell, Robert Gerringer, Mercedes McCambridge, Eileen Dietz",William Friedkin,55.163268125,"The Exorcist Collection Drama, Horror, Thriller 2073-12-26 en"
11586,"Horror, Thriller, Fantasy",exorcist ii: the heretic,The Exorcist Collection,14000000,30749142.0,en,1977-06-17,118.0,"English, Français, Español",4.5,"Linda Blair, Richard Burton, Louise Fletcher, Max von Sydow, Kitty Winn, Paul Henreid, James Earl Jones, Ned Beatty, Belinda Beatty, Rose Portillo, Barbara Cason, Tiffany Kinney, Joey Green, Fiseha Dimetros, Ken Renard, Hank Garrett, Lorry Goldman, Bill Grant, Shane Butterworth, Joely Adams, Robert Lussier, Charles Parks, Richard Paul, George Skaff",John Boorman,2.196367285714285,"The Exorcist Collection Horror, Thriller, Fantasy 1977-06-17 en"
11587,"Thriller, Horror, Mystery",the exorcist iii,The Exorcist Collection,0,39024251.0,en,1990-08-17,110.0,"English, Italiano",6.1,"George C. Scott, Ed Flanders, Brad Dourif, Jason Miller, Nicol Williamson, Scott Wilson, Nancy Fish, George DiCenzo, Don Gordon, Lee Richardson, Grand L. Bush, Mary Jackson, Viveca Lindfors, Ken Lerner, Tracy Thorne, Barbara Baxley, Zohra Lampert, Harry Carey, Jr., Sherrie Wills, Edward Lynch, Clifford David, Alex Zuckerman, Lois Foraker, Tyra Ferrell, James Burgess, Kevin Corrigan, Peggy Alston, John Durkin, Bobby Deren, Jan Neuberger, Alexis Chieffet, Debra Port, Walt MacPherson, David Dwyer, Danny Epper, William Preston, Chuck Kinlaw, Demetrios Pappageorge, Nina Hansen, Shane Wexel, Ryan Paul Amick, John Coe, Jodi Long, Kathy Gerber, Samuel L. Jackson, Jan Smook, Amelia Campbell, Cherie Baron, Larry King, C. Everett Koop, Patrick Ewing, Fabio, Colleen Dewhurst",William Peter Blatty,0.0,"The Exorcist Collection Thriller, Horror, Mystery 1990-08-17 en"
941,"Adventure, Action, Comedy, Thriller, Crime",lethal weapon,Lethal Weapon Collection,15000000,120207127.0,en,1987-06-03,110.0,English,7.0,"Mel Gibson, Danny Glover, Gary Busey, Mitchell Ryan, Tom Atkins, Darlene Love, Traci Wolfe, Jackie Swanson, Damon Hines, Ebonie Smith, Gilles Kohler, Lycia Naff, Jack Thibeau, Ed O'Ross, Don Gordon, Patrick Cameron, Mary Ellen Trainor, Steve Kahan, Al Leong",Richard Donner,8.013808466666667,"Lethal Weapon Collection Adventure, Action, Comedy, Thriller, Crime 1987-06-03 en"
9342,"Action, Adventure",the mask of zorro,Zorro Collection,95000000,250288523.0,en,1998-07-16,136.0,English,6.3,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Diego Sieres, José María de Tavira, Emiliano Guerra, Yolanda Orisaga, Paco Morayta, William Marquez, Tony Amendola, Pedro Altamirano, Luisa Huertas, María Fernández Cruz, Julieta Rosen, Raúl Martínez, Victor Rivers, L.Q. Jones, José Pérez, Tony Cabral, Tony Genaro, Iván Rafael, David Villalpando, Mónica Fernández Cruz",Martin Campbell,2.6346160315789477,"Zorro Collection Action, Adventure 1998-07-16 en"
196,"Adventure, Comedy, Family, Science Fiction",back to the future part iii,Back to the Future Collection,40000000,244527583.0,en,1990-05-25,118.0,English,7.1,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson, Lea Thompson, Elisabeth Shue, James Tolkan, Matt Clark, Christopher Wynne, Sean Sullivan, Mike Watson, Foster, Freddie, Marc McClure, Wendie Jo Sperber, Jeffrey Weissman, Flea, J.J. Cohen, Ricky Dean Logan, Dean Cundey, Richard Dysart, Pat Buttram, Harry Carey, Jr., Dub Taylor, Hugh Gillin, Burton Gilliam, Bill McKinney, Donovan Scott, Marvin J. McIntyre, Kaleb Henley, Todd Cameron Brown, Dannel Evans, Leslie A. Prickett, Jo B. Cummings, Steve McArthur, John Ickes, James A. Rammel, Michael Klastorin, Michael Mills, Flea, Kenny Myers, Brad McPeters, Phinnaes D., Rod Kuehne, Leno Fletcher, Joey Newington, Larry Ingold, Tim Konrad, Glenn Fox, Frank Beard, Billy Gibbons, Dorothy Hack, Dusty Hill, Marion Tumen",Robert Zemeckis,6.113189575,"Back to the Future Collection Adventure, Comedy, Family, Science Fiction 1990-05-25 en"
22328,"Comedy, Family, Western",the apple dumpling gang rides again,The Apple Dumpling Gang Collection,0,0.0,en,1979-06-27,88.0,English,6.3,"Tim Conway, Don Knotts, Tim Matheson, Kenneth Mars, Elyssa Davalos, Jack Elam, Robert Pine, Harry Morgan, Ruth Buzzi, Audrey Totter, Richard X. Slattery, John Crawford, Cliff Osmond, Morgan Paull, James Van Patten, George Chandler, Art Evans",Vincent McEveety,0.0,"The Apple Dumpling Gang Collection Comedy, Family, Western 1979-06-27 en"
242,"Crime, Drama, Thriller",the godfather: part iii,The Godfather Collection,54000000,136766062.0,en,1990-12-24,162.0,"English, Italiano, Deutsch, Latin",7.1,"Al Pacino, Diane Keaton, Andy García, Talia Shire, Sofia Coppola, Eli Wallach, Joe Mantegna, George Hamilton, Bridget Fonda, Raf Vallone, Franc D'Ambrosio, Donal Donnelly, Richard Bright, Helmut Berger, Don Novello, John Savage, Franco Citti, Mario Donatone, Vittorio Duse, Enzo Robutti, Michele Russo, Al Martino, Robert Cicchini, Rogerio Miranda, Carlos Miranda, Vito Antuofermo, Robert Vento, Willie Brown, Jeannie Linero, Jeanne Savarino Pesch, Janet Savarino Smith, Tere Livrano, Carmine Caridi, Don Costello, Al Ruscio, Mickey Knox, Michael Bowen, Brett Halsey",Francis Ford Coppola,2.532704851851852,"The Godfather Collection Crime, Drama, Thriller 1990-12-24 en"
29228,"Comedy, Family",the computer wore tennis shoes,Dexter Riley Collection,0,0.0,en,2069-12-29,91.0,English,5.8,"Kurt Russell, Cesar Romero, Joe Flynn, William Schallert, Alan Hewitt, Richard Bakalyan, Debbie Paine, Frank Webb, Michael McGreevey, Jon Provost, Frank Welker",Robert Butler,0.0,"Dexter Riley Collection Comedy, Family 2069-12-29 en"
14140,"Romance, Comedy, Family, Action, Adventure",herbie goes to monte carlo,Herbie Collection,0,0.0,en,1977-06-24,105.0,"Français, English",5.9,"Dean Jones, Don Knotts, Julie Sommars, Jacques Marin, Roy Kinnear, Bernard Fox",Vincent McEveety,0.0,"Herbie Collection Romance, Comedy, Family, Action, Adventure 1977-06-24 en"
10437,"Comedy, Family, Fantasy, Drama",the muppet christmas carol,The Muppet Collection,0,27281507.0,en,1992-10-12,85.0,English,7.2,"Michael Caine, Don Austen, Meredith Braun, Don Austen, Ed Sanders, Dave Goelz, Simon Buckley, Craig Crane, John Eccleston, Steven Mackintosh, Robin Weaver, Jessica Fox, David Shaw-Parker, Edward Sanders, Kristopher Milnes, Russell Martin, Raymond Coulthard, Anthony Hamblin, Fergus Brazier",Brian Henson,0.0,"The Muppet Collection Comedy, Family, Fantasy, Drama 1992-10-12 en"
10693,"Animation, Music, Family, Adventure, Fantasy",peter pan,Peter Pan Collection,4000000,87404651.0,en,2053-05-02,77.0,English,7.0,"Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins, Tommy Luske, Candy Candido, Tom Conway",Clyde Geronimi,21.85116275,"Peter Pan Collection Animation, Music, Family, Adventure, Fantasy 2053-05-02 en"
11135,"Adventure, Animation, Crime, Family, Fantasy",the rescuers down under,The Rescuers Collection,37931000,47431461.0,en,1990-11-16,77.0,"Dansk, English, 한국어/조선말, Norsk, svenska",6.6,"Bob Newhart, Eva Gabor, John Candy, Tristan Rogers, Adam Ryen, George C. Scott, Wayne Robson, Douglas Seale, Frank Welker, Bernard Fox, Peter Firth, Ed Gilbert, Carla Meyer, Russi Taylor, Peter Greenwood, Billy Barty",Hendel Butoy,1.2504669267881152,"The Rescuers Collection Adventure, Animation, Crime, Family, Fantasy 1990-11-16 en"
11319,"Fantasy, Family, Animation, Adventure",the rescuers,The Rescuers Collection,1200000,71215869.0,en,1977-06-22,78.0,English,6.7,"Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn, Jeanette Nolan, Pat Buttram, Jim Jordan, John McIntire, Michelle Stacy, Bernard Fox, Larry Clemmons, James MacDonald, George Lindsey, Bill McMillian, Dub Taylor",John Lounsbery,59.3465575,"The Rescuers Collection Fantasy, Family, Animation, Adventure 1977-06-22 en"
14822,"Adventure, Fantasy, Science Fiction, Family",return from witch mountain,Witch Mountain Collection,0,16393000.0,en,1978-10-03,95.0,English,5.6,"Bette Davis, Christopher Lee, Kim Richards, Ike Eisenmann, Jack Soo, Anthony James, Richard Bakalyan, Ward Costello, Christian Juttner, Brad Savage, Poindexter Yothers, Jeffrey Jacquet, Stu Gilliam, William Bassett",John Hough,0.0,"Witch Mountain Collection Adventure, Fantasy, Science Fiction, Family 1978-10-03 en"
15943,"Comedy, Family",the shaggy d.a.,The Shaggy Dog Collection,0,0.0,en,1976-12-17,91.0,"English, Deutsch",5.4,"Dean Jones, Suzanne Pleshette, Tim Conway, Keenan Wynn, Jo Anne Worley, Dick Van Patten, Shane Sinutko, Vic Tayback, John Myhers, Richard Bakalyan, Warren Berlinger, Ronnie Schell, Jonathan Daly, John Fiedler, Hans Conried, Michael McGreevey, Richard O'Brien, Richard Lane, Benny Rubin",Robert Stevenson,0.0,"The Shaggy Dog Collection Comedy, Family 1976-12-17 en"
19762,"Comedy, Family, Romance",son of flubber,Flubber Collection,0,0.0,en,2063-01-16,100.0,English,6.7,"Fred MacMurray, Keenan Wynn, Paul Lynde, Nancy Olson, Arthur Tovey, Tommy Kirk, Ed Wynn, Charles Ruggles, Leon Ames, Ken Murray, William Demarest, Elliott Reid, Joanna Moore, Edward Andrews, James Westerfield, Stuart Erwin, Jack Albertson, Harvey Korman, Burt Mustin",Robert Stevenson,0.0,"Flubber Collection Comedy, Family, Romance 2063-01-16 en"
2619,"Comedy, Fantasy, Romance",splash,Splash Collection,8000000,69821334.0,en,1984-09-03,111.0,"English, Italiano",6.1,"Tom Hanks, Daryl Hannah, Eugene Levy, John Candy, Dody Goodman, Shecky Greene, Richard B. Shull, Bobby Di Cicco, Howard Morris, Lowell Ganz, Babaloo Mandel, Tom Toner, Fred Lerner",Ron Howard,8.72766675,"Splash Collection Comedy, Fantasy, Romance 1984-09-03 en"
11675,"Horror, Thriller",halloween: h20,Halloween Collection,17000000,55041738.0,en,1998-05-08,86.0,English,5.7,"Jamie Lee Curtis, Josh Hartnett, Adam Arkin, Michelle Williams, Joseph Gordon-Levitt, LL Cool J, Jodi Lyn O'Keefe, Adam Hann-Byrd, Janet Leigh, Branden Williams, Matt Winston, Beau Billingslea, Larisa Miller, Emmalee Thompson, John Cassini, Jody Wood, Chris Durand, Tom Kane, Nancy Stephens",Steve Miner,3.237749294117647,"Halloween Collection Horror, Thriller 1998-05-08 en"
87,"Adventure, Action",indiana jones and the temple of doom,Indiana Jones Collection,28000000,333000000.0,en,1984-05-23,118.0,"English, ",7.1,"Harrison Ford, Kate Capshaw, Jonathan Ke Quan, Amrish Puri, Roshan Seth, Philip Stone, Roy Chiao, David Yip, Ric Young, Chua Kah Joo, Rex Ngui, Philip Tan, Dan Aykroyd, Akio Mitamura, Michael Yama, D.R. Nanayakkara, Dharmadasa Kuruppu, Stany De Silva, Ruby de Mel, Denavaka Hamine, Iranganie Serasinghe, Dharshana Panangala, Raj Singh, Frank Olegario, Ahmed El Shenawi, Arthur F. Repola, Nizwar Karanj, Pat Roach, Moti Makan, Mellan Mitchell, Bhasker Patel, Arjun Pandher, Zia Gelani, Debbie Astell, Maureen Bacchus, Corinne Barton, Carol Beddington, Sharon Boone, Elizabeth Burville, Marisa Campbell, Christine Cartwright, Andrea Chance, Jan Colton, Louise Dalgleish, Lorraine Doyle, Vanessa Fieldwright, Brenda Glassman, Elaine Gough, Sue Hadleigh, Sarah-Jane Hassell, Samantha Hughes, Julie Kirk, Deirdre Laird, Vicki McDonald, Nina McMahon, Julia Marstand, Gaynor Martine, Lisa Mulidore, Dawn Reddall, Rebekkah Sekyi, Clare Smalley, Lee Sprintall, Jenny Turnock, Ruth Welby, Dickey Beer, Sid Ganis, George Lucas, Frank Marshall, Steven Spielberg",Steven Spielberg,11.892857142857142,"Indiana Jones Collection Adventure, Action 1984-05-23 en"
10823,"Drama, Fantasy, Horror, Thriller",children of the corn,Children of the Corn Collection,800000,14000000.0,en,1984-09-03,93.0,"English, Português, Español",5.6,"Peter Horton, Linda Hamilton, R. G. Armstrong, John Franklin, Courtney Gains, Anne Marie McEvoy, Robby Kiger, Julie Maddalena, Jonas Marlowe, John Philbin, Dan Snook, David Cowen, Suzy Southam, D.G. Johnson, Patrick Boylan, Elmer Soderstrom, Teresa Toigo, Mitch Carter",Fritz Kiersch,17.5,"Children of the Corn Collection Drama, Fantasy, Horror, Thriller 1984-09-03 en"
2907,"Horror, Comedy, Fantasy",the addams family,Addams Family Collection,30000000,191502426.0,en,1991-11-22,99.0,English,6.7,"Raúl Juliá, Anjelica Huston, Christopher Lloyd, Christina Ricci, Carel Struycken, Dan Hedaya, Jimmy Workman, Elizabeth Wilson, Dana Ivey, Judith Malina, Paul Benedict, Christopher Hart, John Franklin, Tony Azito, Mercedes McNab, Douglas Brian Martin, Steven M. Martin, Maureen Sue Levin, Darlene Levin",Barry Sonnenfeld,6.3834142,"Addams Family Collection Horror, Comedy, Fantasy 1991-11-22 en"
15171,"Animation, Drama, Family",charlotte's web,Charlotte's Web Collection,0,0.0,en,2073-01-03,94.0,,6.2,"Debbie Reynolds, Henry Gibson, Danny Bonaduce, Agnes Moorehead, Bob Holt, Paul Lynde, Rex Allen, Dave Madden, Pamelyn Ferdin, John Stephenson, Martha Scott, Joan Gerber, Herb Vigran, Don Messick, William B. White",Charles A. Nichols,0.0,"Charlotte's Web Collection Animation, Drama, Family 2073-01-03 en"
4978,"Drama, Family, Animation, Adventure",an american tail,Fievel Collection,9000000,84542002.0,en,1986-11-21,80.0,English,6.6,"Phillip Glasser, Dom DeLuise, Nehemiah Persoff, Erica Yohn, Amy Green, John P. Finnegan, Pat Musick, Madeline Kahn, Will Ryan, Christopher Plummer, Neil Ross",Don Bluth,9.393555777777776,"Fievel Collection Drama, Family, Animation, Adventure 1986-11-21 en"
10380,"Adventure, Animation, Family",an american tail: fievel goes west,Fievel Collection,0,40766041.0,en,1991-11-21,75.0,English,6.2,"Phillip Glasser, James Stewart, Erica Yohn, Cathy Cavadini, Nehemiah Persoff, Amy Irving, John Cleese, Dom DeLuise",Phil Nibbelink,0.0,"Fievel Collection Adventure, Animation, Family 1991-11-21 en"
37530,"Fantasy, Horror, Comedy",house ii: the second story,House Collection,0,7800000.0,en,1987-05-14,88.0,"Český, English",5.0,"Arye Gross, Jonathan Stark, Royal Dano, Bill Maher, John Ratzenberger, Jayne Modean, Lar Park Lincoln, Amy Yasbeck, Gregory Walcott, Dwier Brown, Devin DeVasquez",Ethan Wiley,0.0,"House Collection Fantasy, Horror, Comedy 1987-05-14 en"
8393,"Action, Comedy",the gods must be crazy,The Gods Must Be Crazy Collection,5000000,60000000.0,en,1980-10-09,109.0,"Afrikaans, English",7.1,"N!xau, Michael Thys, Marius Weyers, Sandra Prinsloo, Louw Verwey, Nic De Jager, Fanyana H. Sidumo, Joe Seakatsie, Brian O'Shaughnessy, Ken Gampu",Jamie Uys,12.0,"The Gods Must Be Crazy Collection Action, Comedy 1980-10-09 en"
11937,"Action, Comedy",the gods must be crazy ii,The Gods Must Be Crazy Collection,0,0.0,en,1989-01-07,98.0,"Afrikaans, English",6.5,"Lena Farugia, Hans Strydom, Eiros, N!xau, Nadies, Erick Bowen, Pierre van Pletzen, Richard Loring, Lesley Fox, Lourens Swanepoel, Treasure Tshabalala",Jamie Uys,0.0,"The Gods Must Be Crazy Collection Action, Comedy 1989-01-07 en"
21661,"Comedy, Family",air bud: golden receiver,Air Bud Collection,0,10224116.0,en,1998-08-14,90.0,English,4.6,"Kevin Zegers, Tim Conway, Dick Martin, Nora Dunn, Gregory Harrison",Richard Martin,0.0,"Air Bud Collection Comedy, Family 1998-08-14 en"
39930,"Crime, Horror, Thriller","henry ii, portrait of a serial killer",Henry: Portrait of a Serial Killer Collection,0,0.0,en,1996-10-10,84.0,English,5.8,"Neil Giuntoli, Kate Walsh",Chuck Parello,0.0,"Henry: Portrait of a Serial Killer Collection Crime, Horror, Thriller 1996-10-10 en"
10692,"Crime, Drama, Horror, Thriller",henry: portrait of a serial killer,Henry: Portrait of a Serial Killer Collection,111000,0.0,en,1986-09-24,83.0,English,6.8,"Michael Rooker, Tracy Arnold, Tom Towles, David Katz, Mary Demas, Anne Bartoletti, Elizabeth Kaden, Ted Kaden, Denise Sullivan",John McNaughton,0.0,"Henry: Portrait of a Serial Killer Collection Crime, Drama, Horror, Thriller 1986-09-24 en"
2182,"Comedy, Horror, Science Fiction",attack of the killer tomatoes!,Killer Tomatoes! Collection,90000,0.0,en,1978-01-10,87.0,English,4.7,"David Miller, George Wilson, Sharon Taylor, J. Stephen Peace, Ernie Meyers, Eric Christmas, Jack Riley, Nigel Barber, John De Bello, Gregg Berger, Costa Dillon",John De Bello,0.0,"Killer Tomatoes! Collection Comedy, Horror, Science Fiction 1978-01-10 en"
36647,"Horror, Action",blade,Blade Collection,45000000,131183530.0,en,1998-08-21,120.0,"Pусский, English",6.5,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright, Donal Logue, Udo Kier, Arly Jover, Traci Lords, Kevin Patrick Walls, Tim Guinee, Sanaa Lathan, Eric Edwards, Donna Wong, Carmen Thomas, Shannon Lee, Kenny Johnson, Clint Curtis, Judson Scott, Sidney S. Liufau, Keith Leon Williams, Andray Johnson, Stephen R. Peluso, Marcus Aurelius, John Enos III, Eboni 'Chrystal' Adams, Lyle Conway, Freeman White, D.V. DeVincentis, Marcus Salgado, Esau McKnight Jr., Erl Van Douglas, Matt Schulze, Lennox Brown, Yvette Ocampo, Irena Stepic, Jenya Lano, Levan Uchaneishvili, Richard 'Dr.' Baily, Nikki DiSanto, Ryan Glorioso, Jeff Imada, Elliott James, Stephen Norrington, Gerald Okamura, Frankie Ray, Carrie Seeley, Beth Theriac, Ted King",Stephen Norrington,2.915189555555556,"Blade Collection Horror, Action 1998-08-21 en"
431,"Thriller, Science Fiction, Mystery",cube,Cube Collection,250000,501818.0,en,1997-09-09,90.0,"Deutsch, English",6.9,"Nicole de Boer, Nicky Guadagni, David Hewlett, Andrew Miller, Julian Richings, Wayne Robson, Maurice Dean Wint",Vincenzo Natali,2.007272,"Cube Collection Thriller, Science Fiction, Mystery 1997-09-09 en"
2109,"Action, Comedy, Crime, Thriller",rush hour,Rush Hour Collection,33000000,244386864.0,en,1998-09-18,98.0,English,6.8,"Jackie Chan, Chris Tucker, Ken Leung, Tom Wilkinson, Tzi Ma, Chris Penn, Robert Littman, Michael Chow, Julia Hsu, Kai Lennox, Elizabeth Peña, Roger Fan, George Cheung, Larry Sullivan, Rex Linn, Lucy Lin, Mark Rolston, Philip Baker Hall, John Hawkes, Ai Wan, Tommy Bush, Billy Devlin",Brett Ratner,7.405662545454545,"Rush Hour Collection Action, Comedy, Crime, Thriller 1998-09-18 en"
11932,"Horror, Comedy",bride of chucky,Child's Play Collection,25000000,50671850.0,en,1998-10-16,89.0,English,5.5,"Ed Gale, Jennifer Tilly, Brad Dourif, Katherine Heigl, Nick Stabile, John Ritter, Alexis Arquette, Kathy Najimy, Gordon Michael Woolvett, Lawrence Dane, Michael Louis Johnson, James Gallanders, Janet Kidder, Vince Corazza, Park Bench, Emily Weedon, Ben Bass, Roger McKeen, Sandi Stahlbrand",Ronny Yu,2.026874,"Child's Play Collection Horror, Comedy 1998-10-16 en"
9945,"Action, Drama, Fantasy, Horror, Thriller",vampires,Vampires Collection,20000000,0.0,en,1998-04-15,108.0,"English, Latin",5.8,"James Woods, Daniel Baldwin, Sheryl Lee, Thomas Ian Griffith, Maximilian Schell, Tim Guinee, Mark Boone Junior, Gregory Sierra, Cary-Hiroyuki Tagawa, Thomas Rosales, Jr., Clarke Coleman, Mark Sivertsen",John Carpenter,0.0,"Vampires Collection Action, Drama, Fantasy, Horror, Thriller 1998-04-15 en"
3600,"Horror, Mystery, Thriller",i still know what you did last summer,I Know What You Did Last Summer Collection,65000000,40002112.0,en,1998-11-13,100.0,English,5.1,"Jennifer Love Hewitt, Freddie Prinze Jr., Mekhi Phifer, Brandy Norwood, Muse Watson, Matthew Settle, Jennifer Esposito, Bill Cobbs, Jeffrey Combs, John Hawkes, Jack Black",Danny Cannon,0.6154171076923077,"I Know What You Did Last Summer Collection Horror, Mystery, Thriller 1998-11-13 en"
1678,"Thriller, Horror, Science Fiction",godzilla,Godzilla (Showa) Collection,1000000,0.0,ja,2054-03-11,96.0,日本語,6.9,"Akira Takarada, Momoko Kôchi, Akihiko Hirata, Takashi Shimura, Fuyuki Murakami, Sachio Sakai, Ren Yamamoto, Toyoaki Suzuki, Toranosuke Ogawa, Hiroshi Hayashi, Seijirô Onda, Kin Sugai, Kokuten Kôdô, Tadashi Okabe, Jirô Mitsuaki, Ren Imaizumi, Sôkichi Maki, Kenji Sahara, Haruo Nakajima, Yasuhisa Tsutsumi, Tsuruko Mano, Takeo Oikawa, Junpei Natsuki, Katsumi Tezuka, Saburô Iketani, Shizuko Azuma, Shizuko Higashi, Kiyoshi Kamata, Keiji Sakakida, Tamae Sengo",Ishirô Honda,0.0,"Godzilla (Showa) Collection Thriller, Horror, Science Fiction 2054-03-11 ja"
39256,"Action, Drama, Horror, Science Fiction, Thriller",godzilla 1985,Godzilla (Heisei) Collection,2000000,4100000.0,ja,1984-12-15,87.0,"English, 日本語, Pусский",6.7,"Ken Tanaka, Yasuko Sawaguchi, Keiju Kobayashi, Shin Takuma, Eitarô Ozawa, Taketoshi Naitô, Mizuho Suzuki, Junkichi Orimoto, Hiroshi Koizumi, Kei Satô, Takenori Emoto, Sho Hashimoto, Nobuo Kaneko, Kunio Murai, Yoshifumi Tajima, Shigeo Katô, Tetsuya Takeda, Kôji Ishizaka, Kenpachiro Satsuma, Raymond Burr, Warren J. Kemmerling, James Scott Hess, Travis Swords, Yōsuke Natsuki",Koji Hashimoto,2.05,"Godzilla (Heisei) Collection Action, Drama, Horror, Science Fiction, Thriller 1984-12-15 ja"
1680,"Action, Adventure, Science Fiction",king kong vs. godzilla,Godzilla (Showa) Collection,0,0.0,ja,2062-11-08,98.0,日本語,6.0,"Tadao Takashima, Kenji Sahara, Yû Fujiki, Ichirô Arishima, Jun Tazaki, Akihiko Hirata, Mie Hama, Akiko Wakabayashi, Akemi Negishi, Yoshio Kosugi, Yoshifumi Tajima, Ikio Sawamura, Someshô Matsumoto, Ko Mishima, Sachio Sakai, Tatsuo Matsumura, Senkichi Ômura, Senshô Matsumoto, Ren Yamamoto, Haruya Katô, Shin Ôtomo, Nadao Kirino, Yasuhisa Tsutsumi, Kenzô Tabu, Takuzô Kumagai, Hideo Shibuya, Douglas Fein, Harold Conway, Osman Yusuf, Shôichi Hirose, Haruo Nakajima, Katsumi Tezuka, Harry Holcombe, Michael Keith, James Yagi",Ishirô Honda,0.0,"Godzilla (Showa) Collection Action, Adventure, Science Fiction 2062-11-08 ja"
9749,"Comedy, Crime, Mystery",fletch,Fletch Collection,8000000,59612888.0,en,1985-05-31,98.0,English,6.8,"Chevy Chase, Joe Don Baker, Dana Wheeler-Nicholson, Richard Libertini, Tim Matheson, M. Emmet Walsh, Geena Davis, George Wendt, Kenneth Mars, Bill Henderson, William Traylor, George Wyner, Tony Longo, Larry ""Flash"" Jenkins, Ralph Seymour, Kareem Abdul-Jabbar, William Sanderson",Michael Ritchie,7.451611,"Fletch Collection Comedy, Crime, Mystery 1985-05-31 en"
14628,"Comedy, Crime, Mystery",fletch lives,Fletch Collection,8045760,35150960.0,en,1989-03-17,95.0,English,5.8,"Chevy Chase, Hal Holbrook, Julianne Phillips, R. Lee Ermey, Richard Libertini, Randall 'Tex' Cobb, Cleavon Little, George Wyner, Patricia Kalember, Geoffrey Lewis, Richard Belzer, Phil Hartman, Titos Vandis, Don Hood, Dennis Burkley",Michael Ritchie,4.3688800063636,"Fletch Collection Comedy, Crime, Mystery 1989-03-17 en"
